ID,Name,Number,Street,ZIP,Phone,Cuisine,An Inspection,,,,Score,,,,Lat,Lng,List of Violation Codes
41545595,ATERA,77,WORTH STREET,10013,2122261444,American,4/24/2012,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,42,4/24/2012,11/14/2014,Cycle Inspection / Re-inspection,40.716948,-74.005605,05D-06G
41604891,HUNAN MANOR RESTAURANT,339,LEXINGTON AVENUE,10016,2126822883,Chinese,10/3/2012,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,42,10/3/2012,11/14/2014,Cycle Inspection / Re-inspection,40.749596,-73.976956,06A-02G
41602782,PEKING ROAST DUCK,858,8 AVENUE,10019,2124593610,Chinese,8/17/2011,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,42,8/17/2011,11/14/2014,Pre-permit (Operational) / Re-inspection,40.763129,-73.985109,04A-02G
41477055,PAPASITO MEXICAN GRILL,223,DYCKMAN STREET,10034,2125440001,Mexican,12/6/2012,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",42,12/6/2012,11/14/2014,Cycle Inspection / Re-inspection,40.865946,-73.927343,06D-04N
40922818,EL TAPATIO MEXICAN RESTAURANT,209,EAST  116 STREET,10029,2128763055,Mexican,1/18/2013,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,42,1/18/2013,11/14/2014,Cycle Inspection / Re-inspection,40.797836,-73.93922,06F-02G
41637230,AMAZING 66 RESTAURANT,66,MOTT STREET,10013,2123340099,Chinese,2/5/2013,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",42,2/5/2013,11/14/2014,Cycle Inspection / Re-inspection,40.7161,-73.99795,06C-04J
40994221,MANGIA,22,WEST 23 STREET,10010,2126470287,Italian,2/13/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",42,2/13/2014,11/14/2014,Cycle Inspection / Re-inspection,40.741736,-73.990637,06C-04J
40512297,BARRACUDA BAR,275,WEST   22 STREET,10011,2126458613,American,7/31/2012,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",42,7/31/2012,11/14/2014,Cycle Inspection / Re-inspection,40.744594,-73.998305,04H-04N
40902021,BEACH STREET EATERY,57,BEACH STREET,10013,7184404636,American,6/16/2011,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",42,6/16/2011,11/14/2014,Cycle Inspection / Re-inspection,40.72084,-74.00963,04J-02H
41076469,AZUKI JAPANESE RESTAURENT,239,PARK AVENUE SOUTH,10003,2122283611,Japanese,2/4/2013,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",42,2/4/2013,11/14/2014,Cycle Inspection / Re-inspection,40.737832,-73.987657,04H-04N
40395376,LE PETIT CAFE,156,SPRING STREET,10012,2122199723,American,8/14/2013,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",42,8/14/2013,11/14/2014,Cycle Inspection / Re-inspection,40.724261,-74.001713,06D-06C
41376950,ALPHA FUSION,365,WEST   34 STREET,10001,2122798887,Asian,8/18/2011,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,42,8/18/2011,11/14/2014,Cycle Inspection / Re-inspection,40.753397,-73.995722,05D-06A
41085232,ALEXANDRA,455,HUDSON STREET,10014,2122553838,American,3/14/2013,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",42,3/14/2013,11/14/2014,Cycle Inspection / Re-inspection,40.731408,-74.006992,06C-04H
41553690,Yorganic,275,GREENWICH STREET,10007,2127328888,American,8/29/2013,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",42,8/29/2013,11/14/2014,Cycle Inspection / Re-inspection,40.71518,-74.010992,06C-04N
41536630,NEW KAM HING,119,BAXTER STREET,10013,2129250425,Asian,10/1/2012,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,42,10/1/2012,11/14/2014,Cycle Inspection / Re-inspection,40.717906,-73.998838,04M-04H
41656603,FAIRYTALES LOUNGE,500,WEST   48 STREET,10036,6466843897,American,3/20/2013,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",42,3/20/2013,11/14/2014,Cycle Inspection / Re-inspection,40.763443,-73.992728,04H-06D
41171216,EAST SIDE BILLARD,163,EAST   86 STREET,10028,2128317665,American,12/28/2011,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,43,12/28/2011,11/14/2014,Cycle Inspection / Re-inspection,40.779365,-73.954581,04A-04N
41552559,TACO TODAY,1659,1 AVENUE,10028,2129968191,Tex-Mex,5/22/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,43,5/22/2013,11/14/2014,Cycle Inspection / Re-inspection,40.777343,-73.949431,04L-04N
41551620,VAPIANO,113,UNIVERSITY PLACE,10003,2127779477,Italian,4/3/2014,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,43,4/3/2014,11/14/2014,Cycle Inspection / Re-inspection,40.73431,-73.992243,06A-04N
41241532,OLYMPIC PITA,58,WEST 38 STREET,10018,2128697482,Jewish/Kosher,11/30/2012,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,43,11/30/2012,11/14/2014,Cycle Inspection / Re-inspection,40.751773,-73.98525,06A-04N
41631760,DONG CHUN HONG CHINESE RESTAURANT,312,5 AVENUE,10001,2122687888,Chinese,6/12/2013,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",43,6/12/2013,11/14/2014,Cycle Inspection / Re-inspection,40.747035,-73.985887,04N-06C
41497126,LA CABANA RESTAURANT,2277,1 AVENUE,10035,2128605555,Mexican,5/14/2012,Violations were cited in the following area(s).,04O,Live animals other than fish in tank or service animal present in facility's food and/or non-food areas.,43,5/14/2012,11/14/2014,Cycle Inspection / Re-inspection,40.796882,-73.935097,04O-06B
41454611,T.G.I. FRIDAY'S / TIM HORTONS,34,UNION SQUARE EAST,10003,6465566381,American,4/9/2014,Violations were cited in the following area(s).,02A,Food not cooked to required minimum temperature.,43,4/9/2014,11/14/2014,Cycle Inspection / Re-inspection,40.735764,-73.989226,02A-06D
40855899,NEW YORK DOLLS,59,MURRAY STREET,10007,2122276912,American,2/26/2013,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,43,2/26/2013,11/14/2014,Cycle Inspection / Re-inspection,40.714511,-74.009684,05D-04L
41286180,HUNTER DELI,966,LEXINGTON AVENUE,10021,2124397758,Delicatessen,7/2/2012,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,43,7/2/2012,11/14/2014,Cycle Inspection / Re-inspection,40.769459,-73.963198,06A-06C
41434036,CANCUN MEXICAN RESTAURANT,937,8 AVENUE,10019,2123077307,Mexican,5/4/2012,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",43,5/4/2012,11/14/2014,Cycle Inspection / Re-inspection,40.765839,-73.983916,04J-02B
50010507,ANTOJITOS RETAURANT,125A,NAGLE AVENUE,10040,6467191705,Spanish,9/9/2014,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",43,9/9/2014,11/14/2014,Cycle Inspection / Re-inspection,40.860712,-73.92675,04H-04J
41547820,APT. 78,4455,BROADWAY,10040,6464904657,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/24/2013,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",43,1/24/2013,11/14/2014,Cycle Inspection / Re-inspection,40.857268,-73.932788,06C-04H
40366574,BLARNEY STONE,11,TRINITY PLACE,10006,2122694988,Irish,10/1/2012,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",43,10/1/2012,11/14/2014,Cycle Inspection / Re-inspection,40.706203,-74.013701,04N-04H
41077631,ROTI ROLL / SUITE,992,AMSTERDAM AVENUE,10025,2126661500,Indian,5/14/2014,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",43,5/14/2014,11/14/2014,Cycle Inspection / Re-inspection,40.802579,-73.964439,04J-02G
41226964,TORISHIN,1193,1 AVENUE,10065,2129888408,Japanese,10/24/2012,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",44,10/24/2012,11/14/2014,Cycle Inspection / Re-inspection,40.763187,-73.959664,06C-06E
41098126,WICHCRAFT,397,GREENWICH STREET,10013,2127800577,Sandwiches,2/26/2013,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,44,2/26/2013,11/14/2014,Cycle Inspection / Re-inspection,40.720601,-74.009782,04M-04A
41564000,SOFIA'S LITTLE ITALY,143,MULBERRY STREET,10013,2122199799,Italian,5/18/2011,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",44,5/18/2011,11/14/2014,Pre-permit (Operational) / Re-inspection,40.718889,-73.997776,06D-06E
41599396,W HOTEL,541,LEXINGTON AVENUE,10022,2124072902,American,6/19/2012,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",44,6/19/2012,11/14/2014,Cycle Inspection / Re-inspection,40.756056,-73.972285,04N-02G
40623604,GOOD ENOUGH TO EAT (A.G. BISTRO),520,COLUMBUS AVENUE,10024,2125793194,American,3/12/2014,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",44,3/12/2014,11/14/2014,Cycle Inspection / Re-inspection,40.785857,-73.9727,04H-02B
40401504,MCDONALD'S,401,PARK AVENUE SOUTH,10016,2126834919,Hamburgers,11/30/2012,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,44,11/30/2012,11/14/2014,Cycle Inspection / Re-inspection,40.742936,-73.984028,04M-06D
40388672,NECTAR OF 82ND STREET,1090,MADISON AVENUE,10028,2127720916,American,7/31/2012,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",44,7/31/2012,11/14/2014,Cycle Inspection / Re-inspection,40.778213,-73.960988,04H-04M
41010065,CAFE DANIELLOS PIZZERIA RESTAURANT,1072,2 AVENUE,10022,2127525710,Pizza/Italian,9/12/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,44,9/12/2013,11/14/2014,Cycle Inspection / Re-inspection,40.758768,-73.965332,04L-02B
40658179,JEWISH THEOLOGICAL SEMINARY,3080,BROADWAY,10027,2126788822,Jewish/Kosher,12/17/2013,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,45,12/17/2013,11/14/2014,Cycle Inspection / Re-inspection,40.812027,-73.960588,04M-04K
40546727,DA MARINO RESTAURANT,220,WEST 49 STREET,10019,2125416607,Italian,1/30/2013,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",45,1/30/2013,11/14/2014,Cycle Inspection / Re-inspection,40.760899,-73.985338,06D-04C
41010617,TOLANI,410,AMSTERDAM AVENUE,10024,2128736252,American,8/25/2012,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",45,8/25/2012,11/14/2014,Cycle Inspection / Re-inspection,40.783671,-73.978337,06D-04N
41698203,MASQ,306,EAST   49 STREET,10017,2126448294,American,10/22/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,45,10/22/2013,11/14/2014,Cycle Inspection / Re-inspection,40.753849,-73.968601,04L-02G
41104863,GYM SPORTS BAR,167,8 AVENUE,10011,2123372439,American,5/22/2012,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,45,5/22/2012,11/14/2014,Cycle Inspection / Re-inspection,40.742601,-74.000742,04L-04N
41677255,BLOSSOM DU JOUR,617,9 AVENUE,10036,6469983535,Vegetarian,1/4/2013,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",45,1/4/2013,11/14/2014,Cycle Inspection / Re-inspection,40.75964,-73.992156,04J-04L
50001204,MON CHER MARKET,339,BROADWAY,10013,2129650007,American,8/21/2013,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",45,8/21/2013,11/14/2014,Pre-permit (Operational) / Re-inspection,40.716691,-74.004722,04N-04H
41108812,44 1/2 CAFE,626,10 AVENUE,10036,2123994450,American,11/22/2011,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,45,11/22/2011,11/14/2014,Cycle Inspection / Re-inspection,40.761115,-73.993971,04L-06D
40851227,THE MAGICIAN,118,RIVINGTON STREET,10002,2126737851,American,3/27/2013,Violations were cited in the following area(s).,07A,Duties of an officer of the Department interfered with or obstructed.,45,3/27/2013,11/14/2014,Cycle Inspection / Re-inspection,40.719923,-73.987257,07A-06C
40585966,GUY & GALLARD,120,EAST 34 STREET,10016,2126843898,American,12/13/2012,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",45,12/13/2012,11/14/2014,Cycle Inspection / Re-inspection,40.746358,-73.980331,04J-02G
41064183,AROMA,36,EAST    4 STREET,10003,2123750100,Italian,3/15/2013,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",45,3/15/2013,11/14/2014,Cycle Inspection / Re-inspection,40.727201,-73.992285,04H
41447951,STAGE 3,23,WEST   32 STREET,10001,2126297171,Asian,2/19/2014,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,45,2/19/2014,11/14/2014,Cycle Inspection / Re-inspection,40.747889,-73.986656,04A-04L
41171181,169 BAR,169,EAST BROADWAY,10002,9175772077,American,7/30/2013,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",45,7/30/2013,11/14/2014,Cycle Inspection / Re-inspection,40.713907,-73.98976,04N-02G
41467560,OGAWA CAFE,36,EAST    4 STREET,10003,2125336527,Japanese,2/18/2014,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,45,2/18/2014,11/14/2014,Cycle Inspection / Re-inspection,40.727201,-73.992285,04A
41637125,HAVEN'S KITCHEN,109,WEST   17 STREET,10011,2129297900,American,3/5/2013,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,45,3/5/2013,11/14/2014,Cycle Inspection / Re-inspection,40.739749,-73.995884,04A-04L
41231645,PARIGOT,155,GRAND STREET,10013,2122748859,French,5/31/2013,Violations were cited in the following area(s).,03A,Food from unapproved or unknown source or home canned. Reduced oxygen packaged (ROP) fish not frozen before processing; or ROP foods prepared on premises transported to another site.,45,5/31/2013,11/14/2014,Cycle Inspection / Re-inspection,40.71986,-73.999011,03A-02G
41580533,LA NUEVA JUQUILA RESTAURANT,2106,AMSTERDAM AVENUE,10032,6463639434,Mexican,1/10/2012,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,46,1/10/2012,11/14/2014,Pre-permit (Operational) / Re-inspection,40.837674,-73.938922,04L-05D
40869524,HARLEM BAR-B-Q,2367,8 AVENUE,10027,2122221922,Barbecue,7/10/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,46,7/10/2013,11/14/2014,Cycle Inspection / Re-inspection,40.811676,-73.950339,04L-02G
40949521,CAFE CENTRO,200,PARK AVENUE,10003,2128181222,American,3/21/2012,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",46,3/21/2012,11/14/2014,Cycle Inspection / Re-inspection,40.736902,-73.989191,06D-02G
41481413,TIMESCARE BAR LOUNGE,300,WEST   43 STREET,10036,2125867829,American,3/15/2013,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",46,3/15/2013,11/14/2014,Cycle Inspection / Re-inspection,40.757861,-73.989695,06D-02C
40801230,NEW LEAF CAFE,1,MARGARET CORBIN DRIVE,10040,2125685323,American,9/5/2012,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",46,9/5/2012,11/14/2014,Cycle Inspection / Re-inspection,40.860839,-73.932759,06B-04J
41387224,B AND B RESTAURANT,165,WEST   26 STREET,10001,6464298174,African,7/30/2012,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,46,7/30/2012,11/14/2014,Cycle Inspection / Re-inspection,40.745956,-73.993581,04L-05F
41015667,SANUR RESTAURANT,18,DOYERS STREET,10013,2122670088,Asian,10/29/2013,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",46,10/29/2013,11/14/2014,Cycle Inspection / Re-inspection,40.714597,-73.997982,06D-06E
41373149,CAROL'S BUN,139,EAST BROADWAY,10002,2125660203,Chinese,8/1/2012,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",46,8/1/2012,11/14/2014,Cycle Inspection / Re-inspection,40.713723,-73.991445,06C-02B
41239197,PINTO,118,CHRISTOPHER STREET,10014,2123665455,Thai,7/5/2012,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",46,7/5/2012,11/14/2014,Cycle Inspection / Re-inspection,40.733099,-74.005483,06B-04H
41679503,POTBELLY SANDWICH SHOP,333,PARK AVENUE SOUTH,10010,6462894212,Sandwiches/Salads/Mixed Buffet,8/11/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,46,8/11/2014,11/14/2014,Cycle Inspection / Re-inspection,40.741082,-73.985317,04L-04N
40391092,BELAIRE CAFE,525,EAST   71 STREET,10021,2126061980,American,11/28/2012,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,46,11/28/2012,11/14/2014,Cycle Inspection / Re-inspection,40.765896,-73.95231,04C-05D
50009764,FAT SAL'S,201,AVENUE A,10009,9174078585,Pizza,6/23/2014,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",46,6/23/2014,11/14/2014,Pre-permit (Operational) / Re-inspection,40.729443,-73.981321,04H-04L
50012011,THE DERBY,167,ORCHARD STREET,10002,2127778469,American,9/3/2014,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",47,9/3/2014,11/14/2014,Pre-permit (Operational) / Re-inspection,40.721299,-73.988744,04H-02G
40559633,GOTHAM CAFE (INSIDE HOLIDAY INN),440,WEST   57 STREET,10019,2126346115,American,10/12/2011,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",47,10/12/2011,11/14/2014,Cycle Inspection / Re-inspection,40.768322,-73.987327,04N-04L
41038028,UKRAINIAN RESTAURANT,140142,2 AVENUE,10003,2126143283,Eastern European,10/15/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,47,10/15/2013,11/14/2014,Cycle Inspection / Re-inspection,40.723802,-73.991381,04L-02B
41548106,GREENSQUARE TAVERN,5,WEST   21 STREET,10010,2129292468,American,3/1/2013,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,47,3/1/2013,11/14/2014,Cycle Inspection / Re-inspection,40.740611,-73.990997,06A-06D
40864145,TIMES DELI & CAFE,158,WEST 44 STREET,10036,2129441234,Delicatessen,3/12/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",47,3/12/2014,11/14/2014,Cycle Inspection / Re-inspection,40.756879,-73.98548,06D-02G
41241694,EL NUEVO AMANECER RESTAURANT,3666,BROADWAY,10031,2128629280,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/15/2011,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,47,11/15/2011,11/14/2014,Cycle Inspection / Re-inspection,40.830431,-73.947183,04L-02B
41024190,CROCODILE LOUNGE,325,EAST   14 STREET,10003,2124777747,Pizza,6/6/2012,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,47,6/6/2012,11/14/2014,Cycle Inspection / Re-inspection,40.732073,-73.983729,04L-02G
41584771,GRAND SICHUAN EASTERN,172,8 AVENUE,10011,2122431688,Chinese,2/2/2012,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",47,2/2/2012,11/14/2014,Cycle Inspection / Re-inspection,40.742497,-74.000125,06C-06F
40914702,PIO PIO,702-704,AMSTERDAM AVENUE,10025,2126653000,Peruvian,6/14/2011,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",47,6/14/2011,11/14/2014,Cycle Inspection / Re-inspection,40.793007,-73.971532,06E-05F
41241757,THAI MARKET,960,AMSTERDAM AVENUE,10025,2122804575,Thai,12/26/2012,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",47,12/26/2012,11/14/2014,Cycle Inspection / Re-inspection,40.801375,-73.965433,04H-04M
50006132,NUEVA EL RINCON,1047,SAINT NICHOLAS AVENUE,10032,2125433587,Spanish,10/15/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,47,10/15/2014,11/14/2014,Cycle Inspection / Re-inspection,40.836675,-73.940107,04L-06C
41422986,Asari Sushi/AJ 36 Chinese Cuisine,316,WEST   36 STREET,10018,2126951666,Chinese/Japanese,4/3/2012,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",47,4/3/2012,11/14/2014,Cycle Inspection / Re-inspection,40.75357,-73.993549,04N-05D
41490282,LE PARISIEN,163,EAST   33 STREET,10016,2128895489,French,4/21/2014,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,48,4/21/2014,11/14/2014,Cycle Inspection / Re-inspection,40.745439,-73.979115,04K-05D
41712283,MANON,407,WEST 14 STREET,10014,2125967255,American,4/22/2014,Violations were cited in the following area(s).,06I,Food not labeled in accordance with HACCP plan.,48,4/22/2014,11/14/2014,Cycle Inspection / Re-inspection,40.741457,-74.005875,06I-06G
41400575,SPICE,77,4 AVENUE,10003,2123889006,Thai,4/22/2013,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",48,4/22/2013,11/14/2014,Cycle Inspection / Re-inspection,40.731231,-73.9904,06B-04M
41299367,ORO BAKERY AND BAR,375,BROOME STREET,10013,2129416368,Bakery,4/17/2012,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,48,4/17/2012,11/14/2014,Cycle Inspection / Re-inspection,40.720042,-73.996408,04L-06D
40424337,BAGEL WORKS,1229,FIRST AVENUE,10065,2127446444,Bagels/Pretzels,11/4/2011,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",48,11/4/2011,11/14/2014,Cycle Inspection / Re-inspection,40.764343,-73.958818,04N-04L
41564898,MCDONALDS,688,8 AVENUE,10036,2122213863,Hamburgers,8/5/2014,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",48,8/5/2014,11/14/2014,Cycle Inspection / Re-inspection,40.758078,-73.988838,04H-02G
41420491,ROSSETTI'S PIZZA,114,6 AVENUE,10013,2129667178,Pizza,12/23/2011,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",48,12/23/2011,11/14/2014,Cycle Inspection / Re-inspection,40.723726,-74.004462,04H-04L
40365423,REYNOLD'S BAR,4241,BROADWAY,10033,2129238927,American,1/30/2012,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",48,1/30/2012,11/14/2014,Cycle Inspection / Re-inspection,40.849708,-73.936511,06C-04A
